"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_RoofTileB.M_SJJ_RoofTileB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_RoofTileA.M_SJJ_RoofTileA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_RoofOrnament_Iron1.M_SJJ_RoofOrnament_Iron1","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_RoofOrnament2.M_SJJ_RoofOrnament2","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_RoofOrnament.M_SJJ_RoofOrnament","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_RoofOrnamentJ.M_SJJ_RoofOrnamentJ","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Stereobate01B.M_CCJ_Stereobate01B","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Soro.M_CCJ_Soro","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_RoofTileE.M_CCJ_RoofTileE","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_RoofTileD.M_CCJ_RoofTileD","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_RoofTileC.M_CCJ_RoofTileC","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_RoofRafterB.M_CCJ_RoofRafterB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_SJJ_RoofOrnament_Iron.M_SJJ_RoofOrnament_Iron","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_RoofOrnament.M_CCJ_RoofOrnament","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_PanelboardA.M_SJJ_PanelboardA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Judu.M_SJJ_Judu","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_InsidePillar_Iron.M_SJJ_InsidePillar_Iron","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GwipoInside_short.M_SJJ_GwipoInside_short","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GwipoInside_long.M_SJJ_GwipoInside_long","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Jangyeo_parts.M_CCJ_Jangyeo_parts","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_FoundationStone.M_SJJ_FoundationStone","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_DoorPaper.M_SJJ_DoorPaper","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_DoorframeC.M_SJJ_DoorframeC","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_DoorframeB.M_SJJ_DoorframeB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_DoorframeA.M_SJJ_DoorframeA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SM_SJJ_DoorB.M_SM_SJJ_DoorB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_ChumchaA.M_SJJ_ChumchaA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_ChangBang.M_SJJ_ChangBang","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_BeamB.M_SJJ_BeamB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_BeamA.M_SJJ_BeamA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_AngelRafterB1.M_SJJ_AngelRafterB1","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_DoorG.M_CCJ_DoorG","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_DoorE.M_CCJ_DoorE","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_ChimneyPart04A.M_CCJ_ChimneyPart04A","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_ChimneyPart01A.M_CCJ_ChimneyPart01A","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_ChimneyC.M_CCJ_ChimneyC","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Boaji.M_CCJ_Boaji","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_AngelRafterB.M_CCJ_AngelRafterB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Wall01A.M_MCJ_Wall01A","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_SupportingBeam02A.M_MCJ_SupportingBeam02A","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Stereobate02B.M_MCJ_Stereobate02B","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Stair.M_MCJ_Stair","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_RoofRafterB.M_MCJ_RoofRafterB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_RoofInner.M_MCJ_RoofInner","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_RafterA.M_MCJ_RafterA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_PillarB.M_MCJ_PillarB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Wall03A_part.M_MCJ_Wall03A_part","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Outside_Boaji.M_MCJ_Outside_Boaji","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Mulikgong.M_MCJ_Mulikgong","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Jangyeo_parts.M_MCJ_Jangyeo_parts","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_GreenWood_Long.M_MCJ_GreenWood_Long","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Manchunjeon/Material/M_MCJ_Door01C.M_MCJ_Door01C","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_WindowframeB2.M_SJJ_WindowframeB2","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_WindowC.M_SJJ_WindowC","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_WindowB.M_SJJ_WindowB","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_WindowA.M_SJJ_WindowA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Whaban_Wall.M_SJJ_Whaban_Wall","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_wall_insulator.M_SJJ_wall_insulator","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_SupportingStoneA.M_SJJ_SupportingStoneA","0","14","2","1","0.000000","0","58"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Pillar.M_SJJ_Pillar","0","14","1","1","22.621056","0","57"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_PillarFrame.M_SJJ_PillarFrame","0","14","1","1","21.545294","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_PanelboardB.M_SJJ_PanelboardB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_OutDoorHandle.M_SJJ_OutDoorHandle","0","23","1","1","35.656441","0","212"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_OctagonalCapitalA.M_SJJ_OctagonalCapitalA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_JusangpoOutsideA.M_SJJ_JusangpoOutsideA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_JusangpoInside.M_SJJ_JusangpoInside","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Jinecheol.M_SJJ_Jinecheol","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Janghyeohyeo.M_SJJ_Janghyeohyeo","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_iron.M_SJJ_iron","0","14","1","1","0.000000","0","99"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_IronDoor.M_SJJ_IronDoor","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Inside_PartC.M_SJJ_Inside_PartC","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Inside_PartB.M_SJJ_Inside_PartB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Inside_PartA.M_SJJ_Inside_PartA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_InsidePillar.M_SJJ_InsidePillar","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_InsidePillarB.M_SJJ_InsidePillarB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Inner_ChangBang.M_SJJ_Inner_ChangBang","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_InDoor_Iron.M_SJJ_InDoor_Iron","0","14","1","1","0.000000","0","99"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Inside_Door_Handle.M_SJJ_Inside_Door_Handle","0","14","6","1","22.698257","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_InDoor_Handle.M_SJJ_InDoor_Handle","0","14","1","1","0.000000","0","99"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Gruond.M_SJJ_Gruond","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Gongpo_Conner.M_SJJ_Gongpo_Conner","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GanpoOutside_shortB.M_SJJ_GanpoOutside_shortB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GanpoOutside_shortA.M_SJJ_GanpoOutside_shortA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GanpoOutside.M_SJJ_GanpoOutside","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GanpoInside.M_SJJ_GanpoInside","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Gable.M_SJJ_Gable","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_PanelboardC.M_CCJ_PanelboardC","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_PanelboardG.M_CCJ_PanelboardG","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_PanelboardE.M_CCJ_PanelboardE","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_PanelboardD.M_CCJ_PanelboardD","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_PanelboardB.M_CCJ_PanelboardB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_PanelboardA.M_CCJ_PanelboardA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Outside_Part_BelowB.M_CCJ_Outside_Part_BelowB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Mulikgong.M_CCJ_Mulikgong","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Judo.M_CCJ_Judo","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Jinecheol.M_CCJ_Jinecheol","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_GreenWood_Shot.M_CCJ_GreenWood_Shot","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_GreenWood.M_CCJ_GreenWood","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Gable.M_CCJ_Gable","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_GableIron.M_CCJ_GableIron","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_FoundationStone.M_CCJ_FoundationStone","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_FloorB.M_CCJ_FloorB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_FloorA.M_CCJ_FloorA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_FirePlace.M_CCJ_FirePlace","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Cheonchujeon/Material/M_CCJ_Door_OutHandle.M_CCJ_Door_OutHandle","0","14","6","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_GableIron.M_SJJ_GableIron","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_FloorA.M_SJJ_FloorA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Door_Iron.M_SJJ_Door_Iron","0","14","1","1","0.000000","0","99"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_DoorC.M_SJJ_DoorC","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SM_SJJ_DoorA.M_SM_SJJ_DoorA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Deulsoe.M_SJJ_Deulsoe","0","14","1","1","0.000000","0","99"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Inner_CrossBeamB.M_SJJ_Inner_CrossBeamB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_CrossBeamA.M_SJJ_CrossBeamA","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_ChumchaB.M_SJJ_ChumchaB","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Ceiling.M_SJJ_Ceiling","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Buyeon.M_SJJ_Buyeon","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_Boaji.M_SJJ_Boaji","0","14","1","1","0.000000","0","63"
"/Game/SajeongjeonComplex/Sajeongjeon/Material/M_SJJ_BeamC.M_SJJ_BeamC","0","14","1","1","0.000000","0","63"
